,buy_and_hold,periodic_rebalance
2016-10-12,1.0955497105400522,1.083911388566492
2016-10-13,1.0936382193101408,1.0798562059294048
2016-10-14,1.09467404428646,1.081872747501956
2016-10-17,1.0888129774061504,1.0751892872652489
2016-10-18,1.093015566831157,1.078747043939928
2016-10-19,1.0941781012299103,1.0797119688249743
2016-10-20,1.0976962442711864,1.083979016941718
2016-10-21,1.0978838350273699,1.0839877854841278
2016-10-24,1.1035897394196263,1.0883665270247427
2016-10-25,1.1060190636096012,1.0891587134744924
2016-10-26,1.1019607257646844,1.0829570908752444
2016-10-27,1.098810301900218,1.0808885727240731
2016-10-28,1.099323876065191,1.0820696277724045
2016-10-31,1.0982122160340582,1.0800253213527278
2016-11-01,1.1013842698503966,1.0824315358723489
2016-11-02,1.0974727851514925,1.0786054784801984
2016-11-03,1.0972421337608569,1.0785458826868894
2016-11-04,1.0950833282791603,1.0757142438987612
2016-11-07,1.0977439780458924,1.0780733276048353
2016-11-08,1.0981488599020046,1.0770572411398485
2016-11-09,1.0928314982283858,1.0711421776271075
2016-11-10,1.1051921402837668,1.0866635727218856
2016-11-11,1.1009051986612497,1.0826823878113008
2016-11-14,1.094953474494822,1.0756253490539986
2016-11-15,1.0953552701099905,1.0787523887372172
2016-11-16,1.1044609125340221,1.0909848994846296
2016-11-17,1.105209152784191,1.0914050764111187
